fighter,opp,date,division,secs,sig_l,sig_a,sig_l_opp,sig_a_opp,td_l,td_a,td_l_opp,td_a_opp,ctrl,sub,kd,kd_abs,won,decided,won_by_ko,lost_by_ko,won_by_sub,won_by_dec,year
Richardson Moreira,Ildemar Alcantara,2015-01-31,Middleweight,900,15,59,21,75,0,6,0,1,158,0,0,0,0,1,0,0,0,0,2015
Thales Leites,Tim Boetsch,2015-01-31,Middleweight,525,20,61,26,65,1,2,0,0,122,2,0,1,1,1,0,0,1,0,2015
Tim Boetsch,Thales Leites,2015-01-31,Middleweight,525,26,65,20,61,0,0,1,2,37,0,1,0,0,1,0,0,0,0,2015
Andy Enz,Thiago Santos,2015-01-31,Middleweight,116,1,28,20,38,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2015
Thiago Santos,Andy Enz,2015-01-31,Middleweight,116,20,38,1,28,0,0,0,0,7,0,1,0,1,1,1,0,0,0,2015
Kelvin Gastelum,Tyron Woodley,2015-01-31,Welterweight,900,32,143,27,104,0,0,0,0,41,0,0,0,0,1,0,0,0,0,2015
Tyron Woodley,Kelvin Gastelum,2015-01-31,Welterweight,900,27,104,32,143,0,0,0,0,26,0,0,0,1,1,0,0,0,1,2015
Alan Jouban,Richard Walsh,2015-02-28,Welterweight,139,12,25,10,20,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2015
Richard Walsh,Alan Jouban,2015-02-28,Welterweight,139,10,20,12,25,0,0,0,0,17,0,0,0,0,1,0,1,0,0,2015
Derrick Lewis,Ruan Potts,2015-02-28,Heavyweight,498,53,82,7,13,0,2,1,3,248,0,0,0,1,1,1,0,0,0,2015
Ruan Potts,Derrick Lewis,2015-02-28,Heavyweight,498,7,13,53,82,1,3,0,2,100,1,0,0,0,1,0,1,0,0,2015
Dhiego Lima,Tim Means,2015-02-28,Welterweight,137,7,24,23,42,0,1,0,0,2,0,0,2,0,1,0,1,0,0,2015
Tim Means,Dhiego Lima,2015-02-28,Welterweight,137,23,42,7,24,0,0,0,1,22,0,2,0,1,1,1,0,0,0,2015
Jake Ellenberger,Josh Koscheck,2015-02-28,Welterweight,560,15,52,7,40,0,0,1,6,21,1,0,0,1,1,0,0,1,0,2015
Josh Koscheck,Jake Ellenberger,2015-02-28,Welterweight,560,7,40,15,52,1,6,0,0,212,0,0,0,0,1,0,0,0,0,2015
James Krause,Valmir Lazaro,2015-02-28,Lightweight,900,87,209,87,254,0,10,0,0,103,0,0,0,0,1,0,0,0,0,2015
Valmir Lazaro,James Krause,2015-02-28,Lightweight,900,87,254,87,209,0,0,0,10,24,0,0,0,1,1,0,0,0,1,2015
Mark Munoz,Roan Carneiro,2015-02-28,Middleweight,100,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015
Roan Carneiro,Mark Munoz,2015-02-28,Middleweight,100,1,3,0,1,0,0,0,1,53,1,0,0,1,1,0,0,1,0,2015
Alex Torres,Masio Fullen,2015-02-28,Featherweight,900,37,99,41,134,2,9,1,2,195,0,0,0,0,1,0,0,0,0,2015
Masio Fullen,Alex Torres,2015-02-28,Featherweight,900,41,134,37,99,1,2,2,9,99,0,0,0,1,1,0,0,0,1,2015
Holly Holm,Raquel Pennington,2015-02-28,Women's Bantamweight,900,44,210,40,139,0,0,0,5,3,0,0,0,1,1,0,0,0,1,2015
Raquel Pennington,Holly Holm,2015-02-28,Women's Bantamweight,900,40,139,44,210,0,5,0,0,15,0,0,0,0,1,0,0,0,0,2015
Norifumi Yamamoto,Roman Salazar,2015-02-28,Bantamweight,457,19,49,16,49,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2015
Roman Salazar,Norifumi Yamamoto,2015-02-28,Bantamweight,457,16,49,19,49,1,2,0,0,10,0,0,0,0,0,0,0,0,0,2015
Cat Zingano,Ronda Rousey,2015-02-28,Women's Bantamweight,14,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2015
Ronda Rousey,Cat Zingano,2015-02-28,Women's Bantamweight,14,0,0,0,1,0,0,0,0,5,1,0,0,1,1,0,0,1,0,2015
Gleison Tibau,Tony Ferguson,2015-02-28,Lightweight,157,2,20,11,38,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2015
Tony Ferguson,Gleison Tibau,2015-02-28,Lightweight,157,11,38,2,20,1,1,0,1,46,2,0,0,1,1,0,0,1,0,2015
Anthony Pettis,Rafael Dos Anjos,2015-03-14,Lightweight,1500,54,162,90,171,0,1,9,10,51,0,0,0,0,1,0,0,0,0,2015
Rafael Dos Anjos,Anthony Pettis,2015-03-14,Lightweight,1500,90,171,54,162,9,10,0,1,884,0,0,0,1,1,0,0,0,1,2015
Carla Esparza,Joanna Jedrzejczyk,2015-03-14,Women's Strawweight,557,4,22,53,105,1,17,0,0,69,0,0,0,0,1,0,1,0,0,2015
Joanna Jedrzejczyk,Carla Esparza,2015-03-14,Women's Strawweight,557,53,105,4,22,0,0,1,17,29,0,0,0,1,1,1,0,0,0,2015
Chris Cariaso,Henry Cejudo,2015-03-14,Flyweight,900,22,71,50,93,0,0,6,7,43,0,0,0,0,1,0,0,0,0,2015
Henry Cejudo,Chris Cariaso,2015-03-14,Flyweight,900,50,93,22,71,6,7,0,0,571,1,0,0,1,1,0,0,0,1,2015
Beneil Dariush,Daron Cruickshank,2015-03-14,Lightweight,458,27,51,17,43,1,1,0,5,129,2,0,0,1,1,0,0,1,0,2015
Daron Cruickshank,Beneil Dariush,2015-03-14,Lightweight,458,17,43,27,51,0,5,1,1,23,0,0,0,0,1,0,0,0,0,2015
Elias Theodorou,Roger Narvaez,2015-03-14,Middleweight,547,39,113,16,49,2,4,0,0,132,0,0,0,1,1,1,0,0,0,2015
Roger Narvaez,Elias Theodorou,2015-03-14,Middleweight,547,16,49,39,113,0,0,2,4,0,0,0,0,0,1,0,1,0,0,2015
Jake Lindsey,Joe Duffy,2015-03-14,Lightweight,107,6,23,15,40,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2015
Joe Duffy,Jake Lindsey,2015-03-14,Lightweight,107,15,40,6,23,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2015
Jared Rosholt,Josh Copeland,2015-03-14,Heavyweight,792,22,45,9,36,2,6,0,0,321,0,0,0,1,1,1,0,0,0,2015
Josh Copeland,Jared Rosholt,2015-03-14,Heavyweight,792,9,36,22,45,0,0,2,6,0,0,0,0,0,1,0,1,0,0,2015
Johny Hendricks,Matt Brown,2015-03-14,Welterweight,900,36,67,23,49,9,10,0,0,668,0,0,0,1,1,0,0,0,1,2015
Matt Brown,Johny Hendricks,2015-03-14,Welterweight,900,23,49,36,67,0,0,9,10,21,0,0,0,0,1,0,0,0,0,2015
Germaine de Randamie,Larissa Pacheco,2015-03-14,Women's Bantamweight,422,29,84,8,60,0,0,0,0,5,0,0,0,1,1,1,0,0,0,2015
Larissa Pacheco,Germaine de Randamie,2015-03-14,Women's Bantamweight,422,8,60,29,84,0,0,0,0,19,0,0,0,0,1,0,1,0,0,2015
Ross Pearson,Sam Stout,2015-03-14,Lightweight,393,25,75,23,111,0,0,0,1,2,0,1,0,1,1,1,0,0,0,2015
Sam Stout,Ross Pearson,2015-03-14,Lightweight,393,23,111,25,75,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2015
Alistair Overeem,Roy Nelson,2015-03-14,Heavyweight,900,62,84,23,77,0,2,0,4,0,0,0,1,1,1,0,0,0,1,2015
Roy Nelson,Alistair Overeem,2015-03-14,Heavyweight,900,23,77,62,84,0,4,0,2,34,0,1,0,0,1,0,0,0,0,2015
Ryan Benoit,Sergio Pettis,2015-03-14,Flyweight,394,28,90,39,100,1,1,1,3,22,0,1,0,1,1,1,0,0,0,2015
Sergio Pettis,Ryan Benoit,2015-03-14,Flyweight,394,39,100,28,90,1,3,1,1,98,0,0,1,0,1,0,1,0,0,2015
Alexis Davis,Sarah Kaufman,2015-04-25,Women's Bantamweight,487,34,99,65,130,1,3,0,0,51,1,0,0,1,1,0,0,1,0,2015
Sarah Kaufman,Alexis Davis,2015-04-25,Women's Bantamweight,487,65,130,34,99,0,0,1,3,87,0,0,0,0,1,0,0,0,0,2015
Bryan Barberena,Chad Laprise,2015-04-25,Lightweight,900,94,202,84,172,1,3,0,1,33,0,0,0,0,1,0,0,0,0,2015
Chad Laprise,Bryan Barberena,2015-04-25,Lightweight,900,84,172,94,202,0,1,1,3,10,0,0,0,1,1,0,0,0,1,2015
Demetrious Johnson,Kyoji Horiguchi,2015-04-25,Flyweight,1499,66,121,31,91,14,22,1,5,823,1,0,0,1,1,0,0,1,0,2015
Kyoji Horiguchi,Demetrious Johnson,2015-04-25,Flyweight,1499,31,91,66,121,1,5,14,22,62,0,0,0,0,1,0,0,0,0,2015
Jessica Rakoczy,Valerie Letourneau,2015-04-25,Women's Strawweight,900,46,107,38,124,1,5,2,2,379,1,0,0,0,1,0,0,0,0,2015
Valerie Letourneau,Jessica Rakoczy,2015-04-25,Women's Strawweight,900,38,124,46,107,2,2,1,5,53,2,0,0,1,1,0,0,0,1,2015
John Makdessi,Shane Campbell,2015-04-25,Catch Weight,293,47,98,25,57,0,2,0,3,67,0,2,0,1,1,1,0,0,0,2015
Shane Campbell,John Makdessi,2015-04-25,Catch Weight,293,25,57,47,98,0,3,0,2,34,0,0,2,0,1,0,1,0,0,2015
CB Dollaway,Michael Bisping,2015-04-25,Middleweight,900,47,131,75,202,2,8,0,0,77,0,1,0,0,1,0,0,0,0,2015
Michael Bisping,CB Dollaway,2015-04-25,Middleweight,900,75,202,47,131,0,0,2,8,22,0,0,1,1,1,0,0,0,1,2015
Chris Clements,Nordine Taleb,2015-04-25,Welterweight,900,17,62,36,64,0,0,6,6,0,1,0,0,0,1,0,0,0,0,2015
Nordine Taleb,Chris Clements,2015-04-25,Welterweight,900,36,64,17,62,6,6,0,0,602,0,0,0,1,1,0,0,0,1,2015
David Michaud,Olivier Aubin-Mercier,2015-04-25,Lightweight,695,17,52,49,86,0,0,3,15,0,0,0,1,0,1,0,0,0,0,2015
Olivier Aubin-Mercier,David Michaud,2015-04-25,Lightweight,695,49,86,17,52,3,15,0,0,375,1,1,0,1,1,0,0,1,0,2015
Joe Riggs,Patrick Cote,2015-04-25,Welterweight,900,21,35,21,48,2,2,3,6,260,0,0,0,0,1,0,0,0,0,2015
Patrick Cote,Joe Riggs,2015-04-25,Welterweight,900,21,48,21,35,3,6,2,2,384,1,0,0,1,1,0,0,0,1,2015
Fabio Maldonado,Quinton Jackson,2015-04-25,Catch Weight,900,67,134,99,211,1,1,0,0,173,0,0,0,0,1,0,0,0,0,2015
Quinton Jackson,Fabio Maldonado,2015-04-25,Catch Weight,900,99,211,67,134,0,0,1,1,71,0,0,0,1,1,0,0,0,1,2015
Aisling Daly,Randa Markos,2015-04-25,Women's Strawweight,900,27,65,18,52,2,5,2,4,413,1,0,0,0,1,0,0,0,0,2015
Randa Markos,Aisling Daly,2015-04-25,Women's Strawweight,900,18,52,27,65,2,4,2,5,329,1,0,0,1,1,0,0,0,1,2015
Thomas Almeida,Yves Jabouin,2015-04-25,Bantamweight,258,31,75,20,56,0,0,1,1,0,0,0,0,1,1,1,0,0,0,2015
Yves Jabouin,Thomas Almeida,2015-04-25,Bantamweight,258,20,56,31,75,1,1,0,0,24,0,0,0,0,1,0,1,0,0,2015
Anthony Johnson,Daniel Cormier,2015-05-23,Light Heavyweight,759,23,50,23,41,1,2,3,8,42,0,1,0,0,1,0,0,0,0,2015
Daniel Cormier,Anthony Johnson,2015-05-23,Light Heavyweight,759,23,41,23,50,3,8,1,2,555,3,0,1,1,1,0,0,1,0,2015
Chris Weidman,Vitor Belfort,2015-05-23,Middleweight,173,46,69,18,32,1,2,0,0,73,0,0,0,1,1,1,0,0,0,2015
Vitor Belfort,Chris Weidman,2015-05-23,Middleweight,173,18,32,46,69,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2015
Donald Cerrone,John Makdessi,2015-05-23,Lightweight,584,71,171,72,129,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2015
John Makdessi,Donald Cerrone,2015-05-23,Lightweight,584,72,129,71,171,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2015
Dong Hyun Kim,Joshua Burkman,2015-05-23,Welterweight,733,30,44,20,44,1,8,0,2,464,1,0,0,1,1,0,0,1,0,2015
Joshua Burkman,Dong Hyun Kim,2015-05-23,Welterweight,733,20,44,30,44,0,2,1,8,79,0,0,0,0,1,0,0,0,0,2015
Islam Makhachev,Leo Kuntz,2015-05-23,Lightweight,458,32,50,7,25,3,5,0,0,180,1,0,0,1,1,0,0,1,0,2015
Leo Kuntz,Islam Makhachev,2015-05-23,Lightweight,458,7,25,32,50,0,0,3,5,0,0,0,0,0,1,0,0,0,0,2015
John Dodson,Zach Makovsky,2015-05-23,Flyweight,900,31,98,37,85,2,3,0,17,38,0,0,0,1,1,0,0,0,1,2015
Zach Makovsky,John Dodson,2015-05-23,Flyweight,900,37,85,31,98,0,17,2,3,9,0,0,0,0,1,0,0,0,0,2015
John Moraga,Joseph Benavidez,2015-05-23,Flyweight,900,42,75,63,109,0,3,4,6,40,0,0,0,0,1,0,0,0,0,2015
Joseph Benavidez,John Moraga,2015-05-23,Flyweight,900,63,109,42,75,4,6,0,3,549,0,0,0,1,1,0,0,0,1,2015
Josh Sampo,Justin Scoggins,2015-05-23,Flyweight,900,35,91,64,128,1,7,1,2,87,0,0,0,0,1,0,0,0,0,2015
Justin Scoggins,Josh Sampo,2015-05-23,Flyweight,900,64,128,35,91,1,2,1,7,31,0,0,0,1,1,0,0,0,1,2015
Colby Covington,Mike Pyle,2015-05-23,Welterweight,900,26,51,16,26,2,10,0,0,682,0,0,0,1,1,0,0,0,1,2015
Mike Pyle,Colby Covington,2015-05-23,Welterweight,900,16,26,26,51,0,0,2,10,41,2,0,0,0,1,0,0,0,0,2015
Andrei Arlovski,Travis Browne,2015-05-23,Heavyweight,281,51,85,15,38,0,0,0,0,5,0,1,1,1,1,1,0,0,0,2015
Travis Browne,Andrei Arlovski,2015-05-23,Heavyweight,281,15,38,51,85,0,0,0,0,6,0,1,1,0,1,0,1,0,0,2015
Rafael Natal,Uriah Hall,2015-05-23,Middleweight,900,45,103,43,74,1,11,1,3,175,0,0,0,1,1,0,0,0,1,2015
Uriah Hall,Rafael Natal,2015-05-23,Middleweight,900,43,74,45,103,1,3,1,11,52,0,0,0,0,1,0,0,0,0,2015
Alejandro Perez,Patrick Williams,2015-06-13,Bantamweight,23,0,1,2,4,0,1,0,0,2,0,0,1,0,1,0,0,0,0,2015
Patrick Williams,Alejandro Perez,2015-06-13,Bantamweight,23,2,4,0,1,0,0,0,1,2,1,1,0,1,1,0,0,1,0,2015
Augusto Montano,Cathal Pendred,2015-06-13,Welterweight,900,21,55,17,41,0,0,4,17,0,0,0,0,0,1,0,0,0,0,2015
Cathal Pendred,Augusto Montano,2015-06-13,Welterweight,900,17,41,21,55,4,17,0,0,381,0,0,0,1,1,0,0,0,1,2015
Cain Velasquez,Fabricio Werdum,2015-06-13,Heavyweight,733,88,169,96,174,4,5,1,3,178,0,0,0,0,1,0,0,0,0,2015
Fabricio Werdum,Cain Velasquez,2015-06-13,Heavyweight,733,96,174,88,169,1,3,4,5,31,1,0,0,1,1,0,0,1,0,2015
Drew Dober,Efrain Escudero,2015-06-13,Lightweight,54,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015
Efrain Escudero,Drew Dober,2015-06-13,Lightweight,54,1,1,0,3,0,0,0,0,22,1,0,0,1,1,0,0,1,0,2015
Francisco Trevino,Johnny Case,2015-06-13,Lightweight,900,34,74,40,109,0,2,4,7,77,0,0,0,0,1,0,0,0,0,2015
Johnny Case,Francisco Trevino,2015-06-13,Lightweight,900,40,109,34,74,4,7,0,2,330,0,0,0,1,1,0,0,0,1,2015
Clay Collard,Gabriel Benitez,2015-06-13,Featherweight,900,34,158,60,106,6,11,0,0,286,0,0,0,0,1,0,0,0,0,2015
Gabriel Benitez,Clay Collard,2015-06-13,Featherweight,900,60,106,34,158,0,0,6,11,57,1,0,0,1,1,0,0,0,1,2015
Eddie Alvarez,Gilbert Melendez,2015-06-13,Lightweight,900,31,64,37,129,3,11,0,1,227,0,0,0,1,1,0,0,0,1,2015
Gilbert Melendez,Eddie Alvarez,2015-06-13,Lightweight,900,37,129,31,64,0,1,3,11,0,0,0,0,0,1,0,0,0,0,2015
Chico Camus,Henry Cejudo,2015-06-13,Flyweight,900,48,144,62,143,0,1,1,15,31,0,0,0,0,1,0,0,0,0,2015
Henry Cejudo,Chico Camus,2015-06-13,Flyweight,900,62,143,48,144,1,15,0,1,305,0,0,0,1,1,0,0,0,1,2015
Kelvin Gastelum,Nate Marquardt,2015-06-13,Middleweight,600,59,110,18,49,1,2,0,2,219,0,0,0,1,1,1,0,0,0,2015
Nate Marquardt,Kelvin Gastelum,2015-06-13,Middleweight,600,18,49,59,110,0,2,1,2,12,0,0,0,0,1,0,1,0,0,2015
Angela Hill,Tecia Pennington,2015-06-13,Women's Strawweight,900,27,68,32,80,0,0,2,12,25,0,0,0,0,1,0,0,0,0,2015
Tecia Pennington,Angela Hill,2015-06-13,Women's Strawweight,900,32,80,27,68,2,12,0,0,544,0,0,0,1,1,0,0,0,1,2015
Charles Rosa,Yair Rodriguez,2015-06-13,Featherweight,900,39,79,56,100,5,14,1,1,525,0,0,0,0,1,0,0,0,0,2015
Yair Rodriguez,Charles Rosa,2015-06-13,Featherweight,900,56,100,39,79,1,1,5,14,36,2,0,0,1,1,0,0,0,1,2015
Brad Pickett,Thomas Almeida,2015-07-11,Bantamweight,329,20,55,24,55,0,1,0,0,28,0,1,1,0,1,0,1,0,0,2015
Thomas Almeida,Brad Pickett,2015-07-11,Bantamweight,329,24,55,20,55,0,0,0,1,1,0,1,1,1,1,1,0,0,0,2015
Cathal Pendred,John Howard,2015-07-11,Welterweight,900,45,87,48,88,0,2,0,1,44,1,0,0,0,1,0,0,0,0,2015
John Howard,Cathal Pendred,2015-07-11,Welterweight,900,48,88,45,87,0,1,0,2,96,0,0,0,1,1,0,0,0,1,2015
Chad Mendes,Conor McGregor,2015-07-11,Featherweight,597,31,48,46,92,4,7,0,0,319,0,0,1,0,1,0,1,0,0,2015
Conor McGregor,Chad Mendes,2015-07-11,Featherweight,597,46,92,31,48,0,0,4,7,4,0,1,0,1,1,1,0,0,0,2015
Cody Garbrandt,Henry Briones,2015-07-11,Bantamweight,900,64,158,35,106,3,6,0,0,54,0,1,0,1,1,0,0,0,1,2015
Henry Briones,Cody Garbrandt,2015-07-11,Bantamweight,900,35,106,64,158,0,0,3,6,0,0,0,1,0,1,0,0,0,0,2015
Dennis Bermudez,Jeremy Stephens,2015-07-11,Featherweight,632,35,82,38,73,1,6,0,2,295,0,0,2,0,1,0,1,0,0,2015
Jeremy Stephens,Dennis Bermudez,2015-07-11,Featherweight,632,38,73,35,82,0,2,1,6,20,0,2,0,1,1,1,0,0,0,2015
Brandon Thatch,Gunnar Nelson,2015-07-11,Welterweight,174,8,14,6,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2015
Gunnar Nelson,Brandon Thatch,2015-07-11,Welterweight,174,6,8,8,14,0,0,0,0,86,1,1,0,1,1,0,0,1,0,2015
Matt Brown,Tim Means,2015-07-11,Welterweight,284,25,37,16,40,1,1,0,2,107,1,0,0,1,1,0,0,1,0,2015
Tim Means,Matt Brown,2015-07-11,Welterweight,284,16,40,25,37,0,2,1,1,17,0,0,0,0,1,0,0,0,0,2015
Alex Garcia,Mike Swick,2015-07-11,Welterweight,900,24,102,19,94,5,5,0,0,361,0,0,0,1,1,0,0,0,1,2015
Mike Swick,Alex Garcia,2015-07-11,Welterweight,900,19,94,24,102,0,0,5,5,8,0,0,0,0,1,0,0,0,0,2015
Louis Smolka,Neil Seery,2015-07-11,Flyweight,900,23,45,21,43,6,10,0,0,720,5,0,1,1,1,0,0,0,1,2015
Neil Seery,Louis Smolka,2015-07-11,Flyweight,900,21,43,23,45,0,0,6,10,34,3,1,0,0,1,0,0,0,0,2015
Robbie Lawler,Rory MacDonald,2015-07-11,Welterweight,1260,70,156,86,222,0,0,0,4,11,0,1,0,1,1,1,0,0,0,2015
Rory MacDonald,Robbie Lawler,2015-07-11,Welterweight,1260,86,222,70,156,0,4,0,0,2,0,0,1,0,1,0,1,0,0,2015
Cody Pfister,Yosdenis Cedeno,2015-07-11,Lightweight,900,15,98,26,76,5,7,0,0,425,0,0,0,1,1,0,0,0,1,2015
Yosdenis Cedeno,Cody Pfister,2015-07-11,Lightweight,900,26,76,15,98,0,0,5,7,72,1,0,0,0,1,0,0,0,0,2015
Bas Rutten,Tsuyoshi Kohsaka,1999-01-08,Heavyweight,855,31,61,23,47,0,0,3,9,0,0,1,0,1,1,1,0,0,0,1999
Tsuyoshi Kohsaka,Bas Rutten,1999-01-08,Heavyweight,855,23,47,31,61,3,9,0,0,0,0,0,1,0,1,0,1,0,0,1999
Darrel Gholar,Evan Tanner,1999-01-08,Middleweight,477,4,26,24,37,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1999
Evan Tanner,Darrel Gholar,1999-01-08,Middleweight,477,24,37,4,26,1,1,1,1,0,4,0,0,1,1,0,0,1,0,1999
Frank Caracci,Laverne Clark,1999-01-08,Lightweight,412,0,2,15,30,0,2,2,2,0,1,0,0,0,1,0,1,0,0,1999
Laverne Clark,Frank Caracci,1999-01-08,Lightweight,412,15,30,0,2,2,2,0,2,0,0,0,0,1,1,1,0,0,0,1999
Mikey Burnett,Townsend Saunders,1999-01-08,Lightweight,900,42,135,34,63,0,0,0,6,0,1,1,0,1,1,0,0,0,1,1999
Townsend Saunders,Mikey Burnett,1999-01-08,Lightweight,900,34,63,42,135,0,6,0,0,0,0,0,1,0,1,0,0,0,0,1999
Jorge Patino,Pat Miletich,1999-01-08,Welterweight,1260,19,88,27,71,1,6,3,3,0,1,0,0,0,1,0,0,0,0,1999
Pat Miletich,Jorge Patino,1999-01-08,Welterweight,1260,27,71,19,88,3,3,1,6,0,0,0,0,1,1,0,0,0,1,1999
Mark Coleman,Pedro Rizzo,1999-01-08,Heavyweight,900,25,53,16,29,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1999
Pedro Rizzo,Mark Coleman,1999-01-08,Heavyweight,900,16,29,25,53,0,0,2,6,0,0,0,0,1,1,0,0,0,1,1999
Jerry Bohlander,Tito Ortiz,1999-01-08,Middleweight,871,9,25,37,76,0,0,6,7,0,0,0,0,0,1,0,1,0,0,1999
Tito Ortiz,Jerry Bohlander,1999-01-08,Middleweight,871,37,76,9,25,6,7,0,0,0,0,0,0,1,1,1,0,0,0,1999
Antonio Silva,Soa Palelei,2015-08-01,Heavyweight,341,16,28,19,35,0,1,1,3,91,0,1,0,1,1,1,0,0,0,2015
Soa Palelei,Antonio Silva,2015-08-01,Heavyweight,341,19,35,16,28,1,3,0,1,159,0,0,1,0,1,0,1,0,0,2015
Claudia Gadelha,Jessica Aguilar,2015-08-01,Women's Strawweight,900,111,248,70,189,4,4,0,3,156,0,0,0,1,1,0,0,0,1,2015
Jessica Aguilar,Claudia Gadelha,2015-08-01,Women's Strawweight,900,70,189,111,248,0,3,4,4,47,0,0,0,0,1,0,0,0,0,2015
Demian Maia,Neil Magny,2015-08-01,Welterweight,472,13,17,0,4,2,2,0,0,448,1,0,0,1,1,0,0,1,0,2015
Neil Magny,Demian Maia,2015-08-01,Welterweight,472,0,4,13,17,0,0,2,2,2,0,0,0,0,1,0,0,0,0,2015
Fernando Bruno,Glaico Franca Moreira,2015-08-01,Lightweight,886,20,32,23,31,2,11,4,9,335,0,0,0,0,1,0,0,0,0,2015
Glaico Franca Moreira,Fernando Bruno,2015-08-01,Lightweight,886,23,31,20,32,4,9,2,11,399,1,0,0,1,1,0,0,1,0,2015
Guido Cannetti,Hugo Viana,2015-08-01,Bantamweight,900,32,51,13,38,4,7,1,15,237,0,0,0,1,1,0,0,0,1,2015
Hugo Viana,Guido Cannetti,2015-08-01,Bantamweight,900,13,38,32,51,1,15,4,7,363,0,0,0,0,1,0,0,0,0,2015
Iuri Alcantara,Leandro Issa,2015-08-01,Bantamweight,900,53,101,26,55,0,0,1,10,131,0,0,0,1,1,0,0,0,1,2015
Leandro Issa,Iuri Alcantara,2015-08-01,Bantamweight,900,26,55,53,101,1,10,0,0,326,0,0,0,0,1,0,0,0,0,2015
Mauricio Rua,Rogerio Nogueira,2015-08-01,Light Heavyweight,900,53,98,63,166,2,5,0,0,259,0,0,0,1,1,0,0,0,1,2015
Rogerio Nogueira,Mauricio Rua,2015-08-01,Light Heavyweight,900,63,166,53,98,0,0,2,5,14,1,0,0,0,1,0,0,0,0,2015
Patrick Cummins,Rafael Cavalcante,2015-08-01,Light Heavyweight,645,49,92,23,45,8,14,0,0,431,0,0,0,1,1,1,0,0,0,2015
Rafael Cavalcante,Patrick Cummins,2015-08-01,Light Heavyweight,645,23,45,49,92,0,0,8,14,3,0,0,0,0,1,0,1,0,0,2015
Dileno Lopes,Reginaldo Vieira,2015-08-01,Bantamweight,900,46,109,59,105,3,4,0,1,162,3,0,0,0,1,0,0,0,0,2015
Reginaldo Vieira,Dileno Lopes,2015-08-01,Bantamweight,900,59,105,46,109,0,1,3,4,206,2,0,0,1,1,0,0,0,1,2015
Bethe Correia,Ronda Rousey,2015-08-01,Women's Bantamweight,34,9,14,19,32,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2015
Ronda Rousey,Bethe Correia,2015-08-01,Women's Bantamweight,34,19,32,9,14,0,0,0,0,4,0,1,0,1,1,1,0,0,0,2015
Antonio Rodrigo Nogueira,Stefan Struve,2015-08-01,Heavyweight,900,59,113,93,156,1,14,0,0,322,0,0,0,0,1,0,0,0,0,2015
Stefan Struve,Antonio Rodrigo Nogueira,2015-08-01,Heavyweight,900,93,156,59,113,0,0,1,14,38,0,0,0,1,1,0,0,0,1,2015
Clint Hester,Vitor Miranda,2015-08-01,Middleweight,458,15,34,57,75,1,5,1,1,180,0,0,0,0,1,0,1,0,0,2015
Vitor Miranda,Clint Hester,2015-08-01,Middleweight,458,57,75,15,34,1,1,1,5,205,0,0,0,1,1,1,0,0,0,2015
Nordine Taleb,Warlley Alves,2015-08-01,Welterweight,551,17,34,17,38,0,2,2,3,64,0,0,0,0,1,0,0,0,0,2015
Warlley Alves,Nordine Taleb,2015-08-01,Welterweight,551,17,38,17,34,2,3,0,2,258,1,0,0,1,1,0,0,1,0,2015
Andrei Arlovski,Frank Mir,2015-09-05,Heavyweight,900,39,74,24,52,0,0,1,5,210,0,0,0,1,1,0,0,0,1,2015
Frank Mir,Andrei Arlovski,2015-09-05,Heavyweight,900,24,52,39,74,1,5,0,0,238,0,0,0,0,1,0,0,0,0,2015
Anthony Johnson,Jimi Manuwa,2015-09-05,Light Heavyweight,328,25,42,8,20,2,2,0,0,201,0,1,0,1,1,1,0,0,0,2015
Jimi Manuwa,Anthony Johnson,2015-09-05,Light Heavyweight,328,8,20,25,42,0,0,2,2,51,0,0,1,0,1,0,1,0,0,2015
Clay Collard,Tiago dos Santos e Silva,2015-09-05,Featherweight,900,84,210,52,122,1,2,1,4,136,0,1,0,0,1,0,0,0,0,2015
Tiago dos Santos e Silva,Clay Collard,2015-09-05,Featherweight,900,52,122,84,210,1,4,1,2,218,1,0,1,1,1,0,0,0,1,2015
Demetrious Johnson,John Dodson,2015-09-05,Flyweight,1500,88,171,58,121,4,13,1,3,299,0,0,0,1,1,0,0,0,1,2015
John Dodson,Demetrious Johnson,2015-09-05,Flyweight,1500,58,121,88,171,1,3,4,13,175,0,0,0,0,1,0,0,0,0,2015
Francisco Rivera,John Lineker,2015-09-05,Bantamweight,128,16,36,28,60,0,1,0,0,14,0,0,1,0,1,0,0,0,0,2015
